relpath,split_dir,stem,parse_route,family,date,time
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110106_jpg.rf.67cdf01e31242106e3bd0f0af1d00fe3.jpg,train,IMG_20240303_110106,roboflow,ts_underscore,20240303,110106
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110129_jpg.rf.3815a441854325ed143524cea2c68ab5.jpg,train,IMG_20240303_110129,roboflow,ts_underscore,20240303,110129
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110137_jpg.rf.b31654af75407f675284dd9555312c67.jpg,train,IMG_20240303_110137,roboflow,ts_underscore,20240303,110137
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110144_jpg.rf.f4a35f1f963e6be05dec7f5a67243cc1.jpg,train,IMG_20240303_110144,roboflow,ts_underscore,20240303,110144
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110151_jpg.rf.37c149e1dcafb4a8ec78cc74dc31e541.jpg,train,IMG_20240303_110151,roboflow,ts_underscore,20240303,110151
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110205_jpg.rf.92f2881c12062ce90090370abd2d9673.jpg,train,IMG_20240303_110205,roboflow,ts_underscore,20240303,110205
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110239_jpg.rf.9d8b84a8af150a4a0199cc2b4175672e.jpg,train,IMG_20240303_110239,roboflow,ts_underscore,20240303,110239
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110245_jpg.rf.2f4619360dec92a94ca14d91dfcf6baf.jpg,train,IMG_20240303_110245,roboflow,ts_underscore,20240303,110245
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110249_jpg.rf.97e76feaf53310e87eb80d8aae14e75a.jpg,train,IMG_20240303_110249,roboflow,ts_underscore,20240303,110249
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110255_jpg.rf.8b36f3dd8486fd90967ee68450a98ba8.jpg,train,IMG_20240303_110255,roboflow,ts_underscore,20240303,110255
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110259_jpg.rf.a5bc58b44ff3c31bc7952fdd0e4fe3e5.jpg,train,IMG_20240303_110259,roboflow,ts_underscore,20240303,110259
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110327_jpg.rf.70718e9bb0f30248b50f22b0aff532ac.jpg,train,IMG_20240303_110327,roboflow,ts_underscore,20240303,110327
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110335_jpg.rf.6e44660dcfdf42b03635f851913e4b32.jpg,train,IMG_20240303_110335,roboflow,ts_underscore,20240303,110335
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110341_jpg.rf.fff03f73d0cf9ccb6406d880fac4d04b.jpg,train,IMG_20240303_110341,roboflow,ts_underscore,20240303,110341
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110417_jpg.rf.edf67320ce01bf814a55787d184f788c.jpg,train,IMG_20240303_110417,roboflow,ts_underscore,20240303,110417
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110421_jpg.rf.8a834863dcdece2219acddf615558a99.jpg,train,IMG_20240303_110421,roboflow,ts_underscore,20240303,110421
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110428_jpg.rf.48a35d49416eca524da58c231c3b9b50.jpg,train,IMG_20240303_110428,roboflow,ts_underscore,20240303,110428
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110507_jpg.rf.9820ffcf12d002bbbad09fa9a5680cfc.jpg,train,IMG_20240303_110507,roboflow,ts_underscore,20240303,110507
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110511_jpg.rf.8baf47219def8816bdde0bb2f2f76c81.jpg,train,IMG_20240303_110511,roboflow,ts_underscore,20240303,110511
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110518_jpg.rf.f024003430d072af80a67d301062a05c.jpg,train,IMG_20240303_110518,roboflow,ts_underscore,20240303,110518
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110630_jpg.rf.e961cc6dbe3e1ba0c099ccfd84b03f95.jpg,train,IMG_20240303_110630,roboflow,ts_underscore,20240303,110630
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110827_jpg.rf.9065f7c09ea1e209dbf49d4d75bdc1a0.jpg,train,IMG_20240303_110827,roboflow,ts_underscore,20240303,110827
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110831_jpg.rf.87269349ba75dc5685a48d8ae75ed7a0.jpg,train,IMG_20240303_110831,roboflow,ts_underscore,20240303,110831
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110842_jpg.rf.0be739b090a30e359c692b958149febd.jpg,train,IMG_20240303_110842,roboflow,ts_underscore,20240303,110842
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110854_jpg.rf.f0100fe72a2d2c2f42c0ad56da13f9d6.jpg,train,IMG_20240303_110854,roboflow,ts_underscore,20240303,110854
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110946_jpg.rf.4efe224c038eb7cd6ebe7722d6affbf5.jpg,train,IMG_20240303_110946,roboflow,ts_underscore,20240303,110946
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_110953_jpg.rf.f985018e4c71ee06e3647cdfedc804d8.jpg,train,IMG_20240303_110953,roboflow,ts_underscore,20240303,110953
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111014_jpg.rf.be0cad5cbde299e1ffb76143de98cd6a.jpg,train,IMG_20240303_111014,roboflow,ts_underscore,20240303,111014
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111019_jpg.rf.6bbe62386cb18de2a8577d8b3c93ab70.jpg,train,IMG_20240303_111019,roboflow,ts_underscore,20240303,111019
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111025_jpg.rf.9538449012cf70bea28eaf7e6da9ec20.jpg,train,IMG_20240303_111025,roboflow,ts_underscore,20240303,111025
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111048_jpg.rf.08a05baa5f932bd8048207d7568d63f9.jpg,train,IMG_20240303_111048,roboflow,ts_underscore,20240303,111048
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111100_jpg.rf.456c778a8e5ee7045628cf6e098e8e41.jpg,train,IMG_20240303_111100,roboflow,ts_underscore,20240303,111100
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111136_jpg.rf.4fd5798c58a9d23f81872dd8a86836fe.jpg,train,IMG_20240303_111136,roboflow,ts_underscore,20240303,111136
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111150_jpg.rf.75564ce1aa4473a8133fb9928695a5e9.jpg,train,IMG_20240303_111150,roboflow,ts_underscore,20240303,111150
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111154_jpg.rf.1538e7a728993d16f1d3b9f9a7d7458e.jpg,train,IMG_20240303_111154,roboflow,ts_underscore,20240303,111154
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111217_jpg.rf.dd6960c2d083e3347f2de9055efe8956.jpg,train,IMG_20240303_111217,roboflow,ts_underscore,20240303,111217
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111225_jpg.rf.38aa3aa7cb4ef232a361e78482a8de40.jpg,train,IMG_20240303_111225,roboflow,ts_underscore,20240303,111225
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111244_jpg.rf.d16129e46070ac61c19d09409a67d71b.jpg,train,IMG_20240303_111244,roboflow,ts_underscore,20240303,111244
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111309_jpg.rf.765e03e71b11a2802bf13b5a50721f08.jpg,train,IMG_20240303_111309,roboflow,ts_underscore,20240303,111309
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111327_jpg.rf.5a7dfbc67663c7bd79b3a4b53a986797.jpg,train,IMG_20240303_111327,roboflow,ts_underscore,20240303,111327
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111333_jpg.rf.54e2dd6448a6dd8da3ce9f77bf6a137b.jpg,train,IMG_20240303_111333,roboflow,ts_underscore,20240303,111333
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111339_jpg.rf.558ebc1d479d80ca8112b9d0bba65b75.jpg,train,IMG_20240303_111339,roboflow,ts_underscore,20240303,111339
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111414_jpg.rf.317db198104494c0d913d641f769e524.jpg,train,IMG_20240303_111414,roboflow,ts_underscore,20240303,111414
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111418_jpg.rf.ae96d9ec9ba97b0bad5fe052bf671ae0.jpg,train,IMG_20240303_111418,roboflow,ts_underscore,20240303,111418
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111426_jpg.rf.884e2127bd7d4655315fbb266be85560.jpg,train,IMG_20240303_111426,roboflow,ts_underscore,20240303,111426
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111434_jpg.rf.19659fea8b8a1608c2d9f68f5ccffe22.jpg,train,IMG_20240303_111434,roboflow,ts_underscore,20240303,111434
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111439_jpg.rf.69a5b3ec0e06b11ce4c41f7894714d14.jpg,train,IMG_20240303_111439,roboflow,ts_underscore,20240303,111439
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111444_jpg.rf.cb165db89e096a5674c2f1942230c559.jpg,train,IMG_20240303_111444,roboflow,ts_underscore,20240303,111444
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111456_jpg.rf.8c51610da31af9cffb584bf7837ef931.jpg,train,IMG_20240303_111456,roboflow,ts_underscore,20240303,111456
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111507_jpg.rf.63493cecacd241524d1a7fb0a0dccea6.jpg,train,IMG_20240303_111507,roboflow,ts_underscore,20240303,111507
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111519_jpg.rf.162d05da9f14b978dc909efbf4bd2bdc.jpg,train,IMG_20240303_111519,roboflow,ts_underscore,20240303,111519
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111531_jpg.rf.9f769ef823c8534f21c4ad98eacc766e.jpg,train,IMG_20240303_111531,roboflow,ts_underscore,20240303,111531
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111535_jpg.rf.95da9127c1dc4421707dfa962385569a.jpg,train,IMG_20240303_111535,roboflow,ts_underscore,20240303,111535
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111538_jpg.rf.160973c29ab9367a59bd71d60bee0b34.jpg,train,IMG_20240303_111538,roboflow,ts_underscore,20240303,111538
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111543_jpg.rf.fa92fc5eea5682d041a303b77f6b1b10.jpg,train,IMG_20240303_111543,roboflow,ts_underscore,20240303,111543
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240303_111548_jpg.rf.61dba229ba7a39303b62fd1888fd2035.jpg,train,IMG_20240303_111548,roboflow,ts_underscore,20240303,111548
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115233_jpg.rf.7de488491a6ed982ec05c2bc6ca1ddb6.jpg,train,IMG_20240306_115233,roboflow,ts_underscore,20240306,115233
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115255_jpg.rf.944ddba21aa255071af95ef7f7f5ccfc.jpg,train,IMG_20240306_115255,roboflow,ts_underscore,20240306,115255
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115333_jpg.rf.2e39563a538290c0e180fe05f658dad1.jpg,train,IMG_20240306_115333,roboflow,ts_underscore,20240306,115333
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115407_jpg.rf.e68348137c77b08f20da235fdde36c69.jpg,train,IMG_20240306_115407,roboflow,ts_underscore,20240306,115407
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115417_jpg.rf.530595ff86f9b279ca152ae5f32c7f49.jpg,train,IMG_20240306_115417,roboflow,ts_underscore,20240306,115417
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115614_jpg.rf.f07b90b5f32db4df944c449b354b5df3.jpg,train,IMG_20240306_115614,roboflow,ts_underscore,20240306,115614
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115820_jpg.rf.40e71007513541424a4d7886c52be43a.jpg,train,IMG_20240306_115820,roboflow,ts_underscore,20240306,115820
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115853_jpg.rf.4d1284369b62d9969457f0f72bd8a441.jpg,train,IMG_20240306_115853,roboflow,ts_underscore,20240306,115853
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115904_jpg.rf.306116a9566be59512c5c4dfe8c9a646.jpg,train,IMG_20240306_115904,roboflow,ts_underscore,20240306,115904
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115909_jpg.rf.3e4cf88f4d7b24f3447fac54274cb5be.jpg,train,IMG_20240306_115909,roboflow,ts_underscore,20240306,115909
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115935_jpg.rf.0fa39e2b35ccc99424a420b4060514c0.jpg,train,IMG_20240306_115935,roboflow,ts_underscore,20240306,115935
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115939_jpg.rf.397f9ca20aef0f0c72c32365e8774f0c.jpg,train,IMG_20240306_115939,roboflow,ts_underscore,20240306,115939
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115946_jpg.rf.cfaef51108449d4bffc23f85b16a7a8b.jpg,train,IMG_20240306_115946,roboflow,ts_underscore,20240306,115946
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115952_jpg.rf.fa6314a80b4909c479d0382cd12ae93b.jpg,train,IMG_20240306_115952,roboflow,ts_underscore,20240306,115952
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_115958_jpg.rf.a7c91cde8be4f9144c8d37da6cf2730d.jpg,train,IMG_20240306_115958,roboflow,ts_underscore,20240306,115958
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120005_jpg.rf.46d1b21aa666e6e1fd5cf7017c9a0003.jpg,train,IMG_20240306_120005,roboflow,ts_underscore,20240306,120005
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120034_jpg.rf.2d29ffab2c5d1700929f356f4bcabbbf.jpg,train,IMG_20240306_120034,roboflow,ts_underscore,20240306,120034
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120039_jpg.rf.c2f34be3521670c43bbfb80fe51e798e.jpg,train,IMG_20240306_120039,roboflow,ts_underscore,20240306,120039
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120047_jpg.rf.60142546c77ed542a11d947fc2f0155d.jpg,train,IMG_20240306_120047,roboflow,ts_underscore,20240306,120047
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120051_jpg.rf.75382bf1b64c026555611afc714115dc.jpg,train,IMG_20240306_120051,roboflow,ts_underscore,20240306,120051
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120055_jpg.rf.3d79191399c6f35b280a5e7e49062376.jpg,train,IMG_20240306_120055,roboflow,ts_underscore,20240306,120055
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120102_jpg.rf.e2d037bc978e8fd3c300ff91fd895dee.jpg,train,IMG_20240306_120102,roboflow,ts_underscore,20240306,120102
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120107_jpg.rf.17ff004ae723039ca9aa05ac6ed8e1e0.jpg,train,IMG_20240306_120107,roboflow,ts_underscore,20240306,120107
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120116_jpg.rf.b47162ddce026633c3422a975ce42af3.jpg,train,IMG_20240306_120116,roboflow,ts_underscore,20240306,120116
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120223_jpg.rf.eaeb62affe369a73ce5a0d041fa337e7.jpg,train,IMG_20240306_120223,roboflow,ts_underscore,20240306,120223
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120243_jpg.rf.36bebe89abc013f94ad0fd058e0ca4cb.jpg,train,IMG_20240306_120243,roboflow,ts_underscore,20240306,120243
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120248_jpg.rf.227bdcbfc0b45660b902d351d3d53dee.jpg,train,IMG_20240306_120248,roboflow,ts_underscore,20240306,120248
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120303_jpg.rf.852fa3bd61fb0b3029be469a012556d6.jpg,train,IMG_20240306_120303,roboflow,ts_underscore,20240306,120303
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120310_jpg.rf.a10da21503f112f7b1fc79ff3595a207.jpg,train,IMG_20240306_120310,roboflow,ts_underscore,20240306,120310
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120326_jpg.rf.5e7945eefa9b829965398c8bac987c53.jpg,train,IMG_20240306_120326,roboflow,ts_underscore,20240306,120326
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120333_jpg.rf.ed2e8ab9e0496e8ca878f00844b4aa76.jpg,train,IMG_20240306_120333,roboflow,ts_underscore,20240306,120333
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120340_jpg.rf.b2225f73ad106d31f77111b6f1e9a872.jpg,train,IMG_20240306_120340,roboflow,ts_underscore,20240306,120340
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120346_jpg.rf.900f28fc7eebc1172048b1d3b3be4d1f.jpg,train,IMG_20240306_120346,roboflow,ts_underscore,20240306,120346
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120423_jpg.rf.731b39acf0502d46d84bf58dd5bec336.jpg,train,IMG_20240306_120423,roboflow,ts_underscore,20240306,120423
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120440_jpg.rf.783a9be5990f90ea14a93a836faadb54.jpg,train,IMG_20240306_120440,roboflow,ts_underscore,20240306,120440
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120446_jpg.rf.0e9a5ed871d75b69e9b8ab9796d26a37.jpg,train,IMG_20240306_120446,roboflow,ts_underscore,20240306,120446
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120451_jpg.rf.e9b1334978debcd6216cd6f425e8f03b.jpg,train,IMG_20240306_120451,roboflow,ts_underscore,20240306,120451
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120655_jpg.rf.94ec8e841e2452c5b265c783cdd67ea0.jpg,train,IMG_20240306_120655,roboflow,ts_underscore,20240306,120655
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120700_jpg.rf.7c7738cc55827952007d22b32c2e3c50.jpg,train,IMG_20240306_120700,roboflow,ts_underscore,20240306,120700
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120713_jpg.rf.900922e2b977ea9e5b8f0a4ed01b1704.jpg,train,IMG_20240306_120713,roboflow,ts_underscore,20240306,120713
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120745_jpg.rf.73bcd2101b0ad97c101c8b33c5ae9853.jpg,train,IMG_20240306_120745,roboflow,ts_underscore,20240306,120745
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120824_jpg.rf.41ba6c05ff4312488e57de8795af18ce.jpg,train,IMG_20240306_120824,roboflow,ts_underscore,20240306,120824
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120829_jpg.rf.ec3c29d1cb410f8e54ac4ec6ae03e78a.jpg,train,IMG_20240306_120829,roboflow,ts_underscore,20240306,120829
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120834_jpg.rf.ce0856097cadae4f34ac8f3b2f3bd53f.jpg,train,IMG_20240306_120834,roboflow,ts_underscore,20240306,120834
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120838_jpg.rf.6925ff2d5862426d1e744b1ab6b4589e.jpg,train,IMG_20240306_120838,roboflow,ts_underscore,20240306,120838
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120843_jpg.rf.547ee311a7f1b5512c11aefb818a9392.jpg,train,IMG_20240306_120843,roboflow,ts_underscore,20240306,120843
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120903_jpg.rf.9a6c07fabb9457f4c2a05bb1dc37ec9b.jpg,train,IMG_20240306_120903,roboflow,ts_underscore,20240306,120903
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120915_jpg.rf.f1d834f311f81269338c93049be0d426.jpg,train,IMG_20240306_120915,roboflow,ts_underscore,20240306,120915
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120922_jpg.rf.1dfacf0933b6c04cd35c26e8558f9b22.jpg,train,IMG_20240306_120922,roboflow,ts_underscore,20240306,120922
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120926_jpg.rf.12a91a7d6e035ef03c2d244a77737fae.jpg,train,IMG_20240306_120926,roboflow,ts_underscore,20240306,120926
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120931_jpg.rf.aa85573f5ea20bf2a711cb80a70f7783.jpg,train,IMG_20240306_120931,roboflow,ts_underscore,20240306,120931
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120936_jpg.rf.ae26c78c94bf4f4394bdd7eeb614e868.jpg,train,IMG_20240306_120936,roboflow,ts_underscore,20240306,120936
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_120953_jpg.rf.eb9eb78df2b3337d28c702efce8ea4c9.jpg,train,IMG_20240306_120953,roboflow,ts_underscore,20240306,120953
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_121000_jpg.rf.382a659b7a279a09a7bc387873a8fc44.jpg,train,IMG_20240306_121000,roboflow,ts_underscore,20240306,121000
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143330_jpg.rf.6d17e719f0afb38991ac40cedfeb29f1.jpg,train,IMG_20240306_143330,roboflow,ts_underscore,20240306,143330
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143333_jpg.rf.e05d6a23846fce2e9ee62921cbc65242.jpg,train,IMG_20240306_143333,roboflow,ts_underscore,20240306,143333
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143338_jpg.rf.312f9edb3443d5511e1f3dd87b6ec295.jpg,train,IMG_20240306_143338,roboflow,ts_underscore,20240306,143338
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143344_jpg.rf.1d8b6a1cc86c36244b4415194a5b90d9.jpg,train,IMG_20240306_143344,roboflow,ts_underscore,20240306,143344
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143347_jpg.rf.40c4e0e529f6a322d33f292c7f518ec9.jpg,train,IMG_20240306_143347,roboflow,ts_underscore,20240306,143347
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143413_jpg.rf.d4b26f1d3c49cc3596f9377dfa14bd4b.jpg,train,IMG_20240306_143413,roboflow,ts_underscore,20240306,143413
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143418_jpg.rf.321704d3451bb76fc36105ef5e0613ef.jpg,train,IMG_20240306_143418,roboflow,ts_underscore,20240306,143418
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG_20240306_143454_jpg.rf.c909f74319c355d88bf365dcd5f67941.jpg,train,IMG_20240306_143454,roboflow,ts_underscore,20240306,143454
